idx,fen,move_fen,move_qp,score,best_move1_fen,best_move1_qp,best_score1,best_move2_fen,best_move2_qp,best_score2,best_move3_fen,best_move3_qp,best_score3
53,2bk1abr1/9/4c1n2/p3C3p/6P2/3p5/P3P3P/4KAN2/1n7/c1r2AB2,b8d9,红 马8进6,9600,"b8c6,e7e8,h0h8","红 马8退7,黑 将5退1,红 车2进8",9800,"h0h8,f7e8,c9c7,e8d7,c7d7","红 车2进8,黑 士6退5,红 车7退2,黑 ,黑 3平4",9700,"c9c7,e7e8,h0h8,e8e9,c7c9","红 车7退2,黑 将5退1,红 车2进8,黑 5退1,黑 3退2",9700
54,2bk1abr1/9/4c1n2/p3C3p/6P2/3p5/P3P3P/4KAN2/9/c1rn1AB2,e7d7,黑 将5平4,-9700,"e7d7,d5d6,d7d8,d6d7,d8e8,c9c8","黑 将5平4,红 兵6进1,黑 4退1,黑 4退1,黑 4平5,红 车7退1",-9700,"e7e8,c9c8","黑 将5退1,红 车7退1",-9900,,,
55,2bk1abr1/9/4c1n2/p3C3p/6P2/3p5/P3P3P/3K1AN2/9/c1rn1AB2,e2d2,红 炮5平6,2115,"d5d6,d7d8,d6d7,d8e8,c9c8","红 兵6进1,黑 将4退1,黑 4退1,黑 4平5,红 车7退1",9700,"c9c6,d7d8,c6d6,d8e8,h0h8","红 车7退3,黑 将4退1,黑 3平4,黑 4平5,红 车2进8",9700,"h0h8,f7e8,d5d6,d7d8,d6d7","红 车2进8,黑 士6退5,红 兵6进1,黑 将4退1,黑 4退1",9700
56,2bk1abr1/9/3c2n2/p3C3p/6P2/3p5/P3P3P/3K1AN2/9/c1rn1AB2,e3d3,黑 炮5平4,-8900,"e3d3,d0e0,g7f5,h0h8,f7e8,c9c7,d7d8,d9b8,f5e7,a9a8,e7c8","黑 炮5平4,红 帅6平5,黑 马7进6,红 车2进8,黑 士6退5,红 车7退2,黑 将4退1,红 马6退8,黑 ,红 炮9退1,黑 ",-8900,,,,,,
57,2bk1abr1/9/3c2n2/p2C4p/6P2/3p5/P3P3P/3K1AN2/9/c1rn1AB2,d0e0,红 帅6平5,9400,"d0e0,g7f5,h0h8,f7e8,c9c7,d7d8,d9b8,f5e7,c7d7,d3d7,a9a8","红 帅6平5,黑 马7进6,红 车2进8,黑 士6退5,红 车7退2,黑 将4退1,红 马6退8,黑 ,黑 3平4,黑 炮4退4,红 炮9退1",9400,"d2b2,g7f5,c9c7,d7d8,h0h8,f9e8","红 炮6平8,黑 马7进6,红 车7退2,黑 将4退1,红 车2进8,黑 士6进5",2323,"d2c2,d7d8,h0h8,f7e8,d5d6,d3d4,d6d7,d8d7","红 炮6平7,黑 将4退1,红 车2进8,黑 士6退5,红 兵6进1,黑 炮4退1,黑 4退1,黑 4进1",1695
58,2b1kabr1/9/3c2n2/p2C4p/6P2/3p5/P3P3P/3K1AN2/9/c1rn1AB2,d7d8,黑 将4退1,-9700,"g7f5,c9c7,d7d8,d9b8,f5e7,h0h8,f7e8,c7d7,d3d7,a9a8","黑 马7进6,红 车7退2,黑 将4退1,红 马6退8,黑 ,红 车2进8,黑 士6退5,黑 3平4,黑 炮4退4,红 炮9退1",-9500,"f7e8,c9c7,d7d8,d9b8,e8d7,a9a8","黑 士6退5,红 车7退2,黑 将4退1,红 马6退8,黑 ,红 炮9退1",-9700,"f9e8,d5d6,d7d8,h0h8,d3d4,d6d7","黑 士6进5,红 兵6进1,黑 将4退1,红 车2进8,黑 炮4退1,黑 4退1",-9700
59,2b1kabr1/9/3c2n2/p2C4p/6P2/3p5/P3P3P/5AN2/3K5/c1rn1AB2,d5c5,红 兵6平7,,"d5d6,f7e8,h0h8,d3d4,d6d7","红 兵6进1,黑 士6退5,红 车2进8,黑 炮4退1,黑 4退1",9700,"h0h8,f9e8,d5d6,d3d4,d6d7","红 车2进8,黑 士6进5,红 兵6进1,黑 炮4退1,黑 4退1",9700,"c9c8,d8d9,c8c9,d9d8,h0h8,f7e8,d5d6,g4h4,d6d7","红 车7退1,黑 将4退1,黑 3退1,红 马6退16退6,红 车2进8,黑 士6退5,红 兵6进1,黑 卒7平8,黑 4退1",9500
60,2b1kabr1/9/3c2n2/p2C4p/6P2/2p6/P3P3P/5AN2/3K5/c1rn1AB2,d3f3,黑 炮4平6,-9600,"d3e3,c5d5,e3d3,h0h8,f9e8,d5d6,g7f9,d6d7","黑 炮4平5,红 兵7平6,黑 5平4,红 车2进8,黑 士6进5,黑 4退1,黑 马7退6,黑 4退1",-9600,"d3b3,c5d5,b3d3,h0h8,f9e8,d5d6,g7f9,d6d7","黑 炮4平2,红 兵7平6,黑 2平4,红 车2进8,黑 士6进5,黑 4退1,黑 马7退6,黑 4退1",-9600,"d3g3,h0h8,f9e8,c5d5,g3d3,d5d6,g7f9,d6d7","黑 炮4平7,红 车2进8,黑 士6进5,红 兵7平6,黑 7平4,黑 4退1,黑 马7退6,黑 4退1",-9600
61,2b1kabr1/9/3c2n2/p4C2p/6P2/2p6/P3P3P/5AN2/3K5/c1rn1AB2,h0h8,红 车2进8,9600,"h0h8,f9e8,c5d5,f3d3,d5d6,g7f9,d6d7","红 车2进8,黑 士6进5,红 兵7平6,黑 炮6平4,黑 4退1,黑 马7退6,黑 4退1",9600,"c5d5,f3d3,h0h8,f9e8,d5d6,g7f9,d6d7","红 兵7平6,黑 炮6平4,红 车2进8,黑 士6进5,黑 4退1,黑 马7退6,黑 4退1",9600,"c9c8,d8d9,c8c9,d9d8,c5d5,f3d3,h0h8,f9e8,d5d6,g7f9,d6d7","红 车7退1,黑 将4退1,黑 3退1,红 马6退16退6,红 兵7平6,黑 炮6平4,红 车2进8,黑 士6进5,黑 4退1,黑 马7退6,黑 4退1",9400
62,2b1kab2/9/3c2n2/p4C2p/6P2/2p6/P3P3P/5AN2/3K3r1/c1rn1AB2,f7e8,黑 士6退5,-9700,"f9e8,c5d5,f3d3,d5d6,g7f9,d6d7","黑 士6进5,红 兵7平6,黑 炮6平4,黑 4退1,黑 马7退6,黑 4退1",-9700,"f7e8,c5d5,f3d3,d5d6,g4f4,d6d7","黑 士6退5,红 兵7平6,黑 炮6平4,黑 4退1,黑 卒7平6,黑 4退1",-9700,"d8d7,c9c7","黑 将4进1,红 车7退2",-9900
63,2b1kab2/9/3c2n2/p4C2p/6P2/2p6/P3P3P/6N2/3KA2r1/c1rn1AB2,h8h3,红 车2退5,1826,"c5d5,f3d3,d5d6,g4f4,d6d7","红 兵7平6,黑 炮6平4,黑 4退1,黑 卒7平6,黑 4退1",9700,"c9c8,d8d9,c8c9,d9d8,c5d5,f3d3,d5d6,g4h4,d6d7","红 车7退1,黑 将4退1,黑 3退1,红 马6退16退6,红 兵7平6,黑 炮6平4,黑 4退1,黑 卒7平8,黑 4退1",9500,"c9c6,d8d9,c6c9,d9d8,c5d5,f3d3,d5d6,g4h4,d6d7","红 车7退3,黑 将4退1,黑 3退3,红 马6退16退6,红 兵7平6,黑 炮6平4,黑 4退1,黑 卒7平8,黑 4退1",9500
64,2b1kab2/9/3c2n2/p4C1rp/6P2/2p6/P3P3P/6N2/3KA4/c1rn1AB2,g9e7,黑 象7进5,-9500,"f3g3,c5d5,e8d7,h3h8,f9e8,d5c5,g3d3","黑 炮6平7,红 兵7平6,黑 士5进4,红 车2进5,黑 士6进5,黑 4平3,黑 7平4",-1879,"g7f5,c5d5,e8d7,h3h8,f9e8","黑 马7进6,红 兵7平6,黑 士5进4,红 车2进5,黑 士6进5",-1899,"g4g3,c5d5,f3d3,h3g3,e8d7,g3d3","黑 卒7进1,红 兵7平6,黑 炮6平4,红 车2平3,黑 士5进4,黑 7平4",-1991
65,2b1kab2/9/3c2n2/p4C1rp/6P2/2p6/P3P3P/4B1N2/3KA4/c1rn1A3,h3f3,红 车2平4,2280,"c5d5,f3d3,h3d3,g7f5,d3b3,f5d4,b3b8,d8d7,c9c7","红 兵7平6,黑 炮6平4,红 车2平6,黑 马7进6,黑 4平2,黑 ,黑 2退5,黑 将4进1,红 车7退2",9500,"h3f3,g7f5,f3d3,f5d4,d3d4,e8d7","红 车2平4,黑 马7进6,黑 炮6平4,黑 ,黑 4退1,黑 士5进4",2280,"g2e3,e7g5,c5d5,e8d7,h3h8,f3f8,h8f8,f9e8","红 马3进5,黑 象5进7,红 兵7平6,黑 士5进4,红 车2进5,黑 炮6退5,黑 8平6,黑 士6进5",2278
66,2b1kab2/9/3c2n2/p4r2p/6P2/2p6/P3P3P/4B1N2/3KA4/c1rn1A3,e7c5,黑 象5进3,-9600,"g7f5,f3d3,f5d4,d3d4,e8d7,d4d7,d8d7,c5d5","黑 马7进6,红 车4平6,黑 ,黑 4退1,黑 士5进4,黑 4退3,黑 将4进1,红 兵7平6",-9600,"e7c5,f3d3,e8d7,d3b3,d7e8,b3b8,d8d7,c9c7","黑 象5进3,红 车4平6,黑 士5进4,黑 4平2,黑 ,黑 2退5,黑 将4进1,红 车7退2",-9600,"g4f4,f3d3,e8d7,d3d7,d8d7,c5d5","黑 卒7平6,红 车4平6,黑 士5进4,黑 4退4,黑 将4进1,红 兵7平6",-9700
67,2b1kab2/9/3c2n2/p4r2p/6P2/2B6/P3P3P/6N2/3KA4/c1rn1A3,f3d3,红 车4平6,9600,"f3b3,e8f7,b3b8,d8d7,c9c7","红 车4平8,黑 士5进6,黑 2退5,黑 将4进1,红 车7退2",9700,"f3d3,e8d7,d3b3,d7e8,b3b8,d8d7,c9c7","红 车4平6,黑 士5进4,黑 4平2,黑 ,黑 2退5,黑 将4进1,红 车7退2",9600,"d9f8,g7f5,f3d3,f5d4,d3d4,e8d7,c9c8","红 马6退4,黑 马7进6,红 车4平6,黑 ,黑 4退1,黑 士5进4,红 车7退1",9600
68,2b1kab2/9/3c2n2/p2r4p/6P2/2B6/P3P3P/6N2/3KA4/c1rn1A3,e8d7,黑 士5进4,-9700,"e8d7,d3b3,d7e8,b3b8,d8d7,c9c7","黑 士5进4,红 车6平8,黑 ,黑 2退5,黑 将4进1,红 车7退2",-9700,,,,,,
69,2b1kab2/9/3c2n2/p2r4p/6P2/2B6/P3P3P/3A2N2/3K5/c1rn1A3,d9f8,红 马6退4,9600,"d3b3,d7e8,b3b8,d8d7,c9c7","红 车6平8,黑 士4退5,黑 2退5,黑 将4进1,红 车7退2",9700,"c9c8,d8d9,d3b3,d9e9,b3b9","红 车7退1,黑 将4退1,红 车6平8,红 马6平56进5,黑 2退6",9700,"d3f3,d7e8,f3b3,e8f7,b3b8,d8d7,c9c7","红 车6平4,黑 士4退5,黑 6平2,黑 ,黑 2退5,黑 将4进1,红 车7退2",9600
70,2b1kab2/9/3c2n2/p2r4p/6P2/2B6/P3P3P/3A2N2/3K1n3/c1r2A3,d8e8,黑 将4平5,-9700,"d8e8,c9c8,e8e9,f8d7,e9d9,d3b3","黑 将4平5,红 车7退1,黑 5退1,红 马4退6,黑 5平4,红 车6平8",-9700,"g7e8,d3b3,e8d6,b3b8","黑 马7退5,红 车6平8,黑 ,黑 2退5",-9800,"f9e8,d3b3","黑 士6进5,红 车6平8",-9900
71,2b1kab2/9/3c2n2/p2r4p/6P2/2B6/P3P3P/3A2N2/4Kn3/c1r2A3,c9c8,红 车7退1,9700,"c9c8,e8e9,f8d7,e9d9,d3b3","红 车7退1,黑 将5退1,红 马4退6,黑 5平4,红 车6平8",9700,"d2e2,c5e7,c9c8,e8e9,f8d7,e9d9,d7c9","红 炮6平5,黑 象3退5,红 车7退1,黑 将5退1,红 马4退6,黑 5平4,黑 士4退3",9600,"d3f3,g7f5,c9c8,e8e7,d2e2,e7f7,f3f5","红 车6平4,黑 马7进6,红 车7退1,黑 将5进1,红 炮6平5,黑 5平6,黑 6退2",9600
72,2b1kab2/9/3c2n2/p2r4p/6P2/2B6/P3P3P/3A2N2/2r1Kn3/c4A3,e8e9,黑 将5退1,-9800,"e8e9,f8d7,e9d9,d3b3","黑 将5退1,红 马4退6,黑 5平4,红 车6平8",-9800,"e8e7,d3d7","黑 将5进1,红 车6进4",-9900,,,
73,2b1kab2/9/3c2n2/p2r4p/6P2/2B6/P3P3P/3A2N2/2r2n3/c3KA3,d3d7,红 车6进4,9500,"f8d7,e9d9,d3b3","红 马4退6,黑 将5平4,红 车6平8",9800,"d2b2,f9e8,b2b9","红 炮6平8,黑 士6进5,黑 2退7",9800,"f8d9,e9d9,d3b3,d9e9,b3b9","红 马4进6,黑 将5平4,红 车6平8,黑 4平5,黑 2退6",9700
74,2b1kab2/9/3c2n2/p7p/6P2/2B6/P3P3P/3r2N2/2r2n3/c3KA3,f9e8,黑 士6进5,-9600,"f9e8,c8c9,e8d9,d7d9,e9e8,c9c8,e8e7,d9d7","黑 士6进5,红 车7进1,黑 ,红 车6进2,黑 将5进1,黑 3进1,黑 5进1,黑 4进2",-9600,"g4g3,f8d9","黑 卒7进1,红 马4进6",-9900,"g4f4,d7d9","黑 卒7平6,红 车6进2",-9900
75,2b1kab2/9/3c2n2/p7p/6P2/2B6/P3P3P/3r2N2/2r1An3/c3K4,d7g7,红 车6平3,9300,"d7d9,e9d9,d2b2,d9e9,b2b9","红 车6进2,黑 将5平4,红 炮6平8,黑 4平5,黑 2退7",9700,"c8c9,e8d9,d7d9,e9e8,c9c8,e8e7,d9d7","红 车7进1,黑 士5退4,红 车6进2,黑 将5进1,黑 3进1,黑 士5进15进5,黑 4进2",9600,"d7b7,e9f9,d2d8,c5e7,b7b9,e8d9,f8d9,f9e9,d9b8,e9e8","红 车6平8,黑 将5平6,红 炮6进6,黑 象3退5,黑 2退2,黑 士5退4,红 马4进6,黑 6平5,黑 ,黑 将5进1",9400
76,2b1kab2/9/3c2n2/p7p/6P2/2B6/P3P3P/6r2/2r1An3/c3K4,e9f9,黑 将5平6,-9400,"e9f9,c8c9,f9f8,a9a8,e8d7,c9c8,d7e8,d2d8,e8d9,c8c9,f8f9","黑 将5平6,红 车7进1,黑 6进1,红 炮9退1,黑 士5进4,黑 3进1,黑 ,红 炮6进6,黑 士5退4,红 车7进1,红 马4进14进4",-9400,"c5e7,g7g9,e8f9,f8d7","黑 象3退5,红 车3进2,黑 士5退6,红 马4退6",-9800,"e6e5,g7g9,e8f9,f8d7","黑 卒5进1,红 车3进2,黑 士5退6,红 马4退6",-9800
77,2b1kab2/9/3c2n2/p7p/6P2/2B6/P3P3P/6r2/2r1An3/c4K3,c8e8,红 车7平5,9800,"c8e8,c5e7,g7g9","红 车7平5,黑 象3退5,红 车3进2",9800,"d2f2,f9e9,g7g9,e8f9,g9f9","红 炮6平4,黑 将6平5,红 车3进2,黑 士5退6,黑 7平6",9700,"d2d8,f9e9,d8d9,e9d9,g7g9","红 炮6进6,黑 将6平5,黑 4退1,黑 5平4,红 车3进2",9700
78,2b1kab2/9/3c2n2/p7p/6P2/2B6/P3P3P/6r2/4rn3/c4K3,g4g3,黑 卒7进1,-9900,"g4g3,g7g9","黑 卒7进1,红 车3进2",-9900,"g4f4,g7g9","黑 卒7平6,红 车3进2",-9900,"g4h4,g7g9","黑 卒7平8,红 车3进2",-9900
79,2b1kab2/9/3c2n2/p5P1p/9/2B6/P3P3P/6r2/4rn3/c4K3,g2e3,红 马3进5,,g7g9,红 车3进2,9900,d2d9,红 炮6进7,9900,"g7g6,g3g2,g6g9","红 车3退1,黑 卒7进1,黑 7退3",9800
80,2b1kab2/9/3c5/p3n1P1p/9/2B6/P3P3P/6r2/4rn3/c4K3,g3g2,黑 卒7进1,-9900,"g3g2,g7g9","黑 卒7进1,红 车3进2",-9900,"g3f3,g7g9","黑 卒7平6,红 车3进2",-9900,"g3h3,g7g9","黑 卒7平8,红 车3进2",-9900
81,2b1kab2/9/3c2P2/p3n3p/9/2B6/P3P3P/6r2/4rn3/c4K3,e3g2,红 马5退3,9800,g7g9,红 车3进2,9900,d2d9,红 炮6进7,9900,"d2f2,g2f2,g7g9","红 炮6平4,黑 卒7平6,红 车3进2",9800
82,2b1kab2/9/3c2n2/p7p/9/2B6/P3P3P/6r2/4rn3/c4K3,a6a5,黑 卒1进1,-9900,"a6a5,g7g9","黑 卒1进1,红 车3进2",-9900,"e6e5,g7g9","黑 卒5进1,红 车3进2",-9900,"i6i5,g7g9","黑 卒9进1,红 车3进2",-9900
83,2b1kab2/9/3c2n2/p7p/9/P1B6/4P3P/6r2/4rn3/c4K3,g7g9,红 车3进2,9900,g7g9,红 车3进2,9900,d2f2,红 炮6平4,9900,d2d9,红 炮6进7,9900
